,1Y,3Y,5Y,Benchmark_1Y,Benchmark_3Y,Benchmark_5Y
CAGR,-0.4550714419921549,-0.49896005191898196,-0.49147488987212307,0.010219776071999531,0.11606206047080958,0.1669275235249459
MaxDD,-0.4554018517076873,-0.8740645121172079,-0.9672277918654444,-0.157666783037408,-0.157666783037408,-0.17229756084670012
Sharpe,-3.7159093075547123,-4.104749102518565,-3.673196820402473,0.14324331827520131,0.9495576538676171,1.1551883568821515
Vol,0.16089745693305232,0.16796520489170683,0.18215563766143328,0.1317702424389067,0.12639296987194146,0.14499755087916935
