Date,Equity,DailyReturn
2019-08-09,1.0,
2019-08-13,1.0,0.0
2019-08-14,1.0,0.0
2019-08-16,1.0,0.0
2019-08-19,1.0,0.0
2019-08-20,1.0,0.0
2019-08-21,1.0,0.0
2019-08-22,1.0,0.0
2019-08-23,1.0,0.0
2019-08-26,1.0,0.0
2019-08-27,1.0,0.0
2019-08-28,1.0,0.0
2019-08-29,1.0,0.0
2019-08-30,1.0,0.0
2019-09-03,1.0,0.0
2019-09-04,1.0,0.0
2019-09-05,1.0,0.0
2019-09-06,1.0,0.0
2019-09-09,1.0,0.0
2019-09-11,1.0093444940860101,0.009344494086010124
2019-09-12,0.9810396799876788,-0.028042768612872915
2019-09-13,0.9854453125188075,0.004490779140741807
2019-09-16,0.9904362898076048,0.005064692302447771
2019-09-17,0.9778321486823588,-0.01272584744213523
2019-09-18,0.9733139080861273,-0.004620670942676486
2019-09-19,0.9605155939904904,-0.013149215262733494
2019-09-20,1.0055600259126685,0.0468960964340408
2019-09-23,1.038720671154828,0.03297729065160704
2019-09-24,1.0240517469724173,-0.014122106731641493
2019-09-25,1.0023036363714926,-0.0212373160489423
2019-09-26,1.0145369445918586,0.012205191896392575
2019-09-27,0.9954148232539481,-0.018848127157757855
2019-09-30,0.992247410120738,-0.00318200318019779
2019-10-01,0.9627481163516778,-0.029729776533728325
2019-10-03,0.9750218544242555,0.012748649271928869
2019-10-04,0.9542587255987873,-0.021295039420145767
2019-10-07,0.9385553093675888,-0.016456141096687138
2019-10-09,0.945461593876101,0.007358420371800678
2019-10-10,0.9366438821912537,-0.009326356291953997
2019-10-11,0.939048735162249,0.002567521143008067
2019-10-14,0.9440276129797021,0.005302044112324822
2019-10-15,0.9478199718181202,0.004017211770371842
2019-10-16,0.9521536418968273,0.004572250224263774
2019-10-17,0.9553101214791102,0.0033150947949900367
2019-10-18,0.9551323632365658,-0.00018607386077851285
2019-10-22,0.9627744346711155,0.008001060092502454
2019-10-23,0.9614871525458456,-0.0013370547439905955
2019-10-24,0.9519436737325179,-0.009925747617176461
2019-10-25,0.9551985153500695,0.0034191535774270587
2019-10-27,0.9468835773568938,-0.008704931864480958
2019-10-29,0.982046760408573,0.0371356985088207
2019-10-30,0.9790805794194676,-0.003020407081095966
2019-10-31,1.0008452200154283,0.022229672463594197
2019-11-01,0.995880652088082,-0.004960375318842858
2019-11-04,1.0019786267252289,0.0061231982209526414
2019-11-05,0.9847025176179661,-0.017241993637854613
2019-11-06,0.9793891684789972,-0.005395892712676487
2019-11-07,0.9803417255124954,0.0009726031940680002
2019-11-08,0.9647939674696621,-0.015859529017501983
2019-11-11,0.9635741513157486,-0.0012643281312305632
2019-11-13,0.9526708303069382,-0.011315497612635284
2019-11-14,0.9423230546373176,-0.010861858409464187
2019-11-15,0.9502644149645206,0.008427428670159776
2019-11-18,0.9533871513504514,0.0032861762860469934
2019-11-19,0.9493934204424049,-0.004188991746311488
2019-11-20,0.9425868734549795,-0.007169363975846443
2019-11-21,0.9187093669929912,-0.02533188943578979
2019-11-22,0.9101816452002242,-0.009282284582205813
2019-11-25,0.9289628970234005,0.020634619388578024
2019-11-26,0.9040109141321554,-0.0268600424959885
2019-11-27,0.8979255780040295,-0.006731485243148594
2019-11-28,0.8955918744334377,-0.002598994424214185
2019-11-29,0.8933536021952282,-0.0024992100778331583
2019-12-02,0.8882715497907201,-0.00568873556005145
2019-12-03,0.8692419415748397,-0.021423187785721387
2019-12-04,0.874917813562594,0.006529680306809782
2019-12-05,0.86024562485964,-0.016769790802647067
2019-12-06,0.8578948838585864,-0.0027326392987317982
2019-12-09,0.852434218161949,-0.006365192052523616
2019-12-10,0.8487926468030667,-0.004271967597375914
2019-12-11,0.8528880833666264,0.004825014188076349
2019-12-12,0.8550413170755166,0.0025246380514436506
2019-12-13,0.8543717112216829,-0.0007831268974508587
2019-12-16,0.8430434358586218,-0.013259188259946653
2019-12-17,0.8489902890374684,0.007054029396231343
2019-12-18,0.8419881219009545,-0.008247641023612307
2019-12-19,0.8539957235423696,0.014261010730538093
2019-12-20,0.8595569451011597,0.006512001647645427
2019-12-23,0.8525883848095556,-0.008107153727649696
2019-12-24,0.8506718754333636,-0.002247871787064093
2019-12-26,0.8478956140952366,-0.0032636101160775643
2019-12-27,0.8482454596544182,0.0004126045156571667
2019-12-30,0.8479853510040598,-0.00030664313896167084
2019-12-31,0.8472381620455761,-0.0008811342761982921
2020-01-01,0.8464771002894146,-0.0008982855001762324
2020-01-02,0.8544920895688565,0.009468642774508096
2020-01-03,0.8458916901439525,-0.010064925737631403
2020-01-06,0.8330371966167178,-0.015196382322950952
2020-01-07,0.8304460762940381,-0.003110449729259668
2020-01-08,0.8366750273135214,0.007500729062723366
2020-01-09,0.8295912725603379,-0.008466554542602589
2020-01-10,0.8259567786551859,-0.004381065743296664
2020-01-13,0.8362339871307071,0.012442792094102595
2020-01-14,0.8513634882709057,0.018092425532847622
2020-01-15,0.838658838679843,-0.014922709002784917
2020-01-16,0.8285226355138923,-0.01208620561598861
2020-01-17,0.8250876705489778,-0.004145891515424882
2020-01-20,0.8225532506867944,-0.0030716976542590757
2020-01-21,0.8208543211268795,-0.0020654341326794556
2020-01-22,0.8061157165154674,-0.017955201345810967
2020-01-23,0.8093430182899144,0.004003521713231706
2020-01-24,0.8139192342052571,0.005654235363655724
2020-01-27,0.8135404627194736,-0.0004653674097694349
2020-01-28,0.8055871528265856,-0.009776170033758302
2020-01-29,0.8021636654413613,-0.004249679718962951
2020-01-30,0.7908273357364461,-0.014132190465991457
2020-01-31,0.7859105689282941,-0.006217244379360443
2020-02-03,0.7969486278790966,0.014044930030467029
2020-02-04,0.7898117835666747,-0.008955212497717802
2020-02-05,0.7857037504629101,-0.005201281101699151
2020-02-06,0.7816869222738172,-0.005112395335679976
2020-02-07,0.7792161228799412,-0.0031608554825105495
2020-02-10,0.7768213793225238,-0.0030732725967816954
2020-02-11,0.7747293884808385,-0.0026930139892773486
2020-02-12,0.7721030328205045,-0.0033900297308767646
2020-02-13,0.7749308756758344,0.003662520071964659
2020-02-14,0.7693824376600947,-0.007159913470863755
2020-02-17,0.7697997544492295,0.0005424048804700821
2020-02-18,0.7596813894886573,-0.013144151972108276
2020-02-19,0.7571812941773877,-0.0032909787522271694
2020-02-20,0.75625246537573,-0.001226692746902569
2020-02-24,0.7444252168868836,-0.01563928586066865
2020-02-25,0.7373597605959857,-0.009491156573718573
2020-02-26,0.7294419354349674,-0.010738076016812537
2020-02-27,0.7317554812818053,0.0031716655355966683
2020-02-28,0.7228740387447157,-0.012137172545031216
2020-03-02,0.7109292466365286,-0.016524029731278533
2020-03-03,0.71504986491328,0.005796101786846641
2020-03-04,0.7071277393625786,-0.011079123204452701
2020-03-05,0.7070442119951919,-0.0001181220347288292
2020-03-06,0.7182135556958376,0.015797235181555624
2020-03-09,0.6988094333610894,-0.02701720425751175
2020-03-11,0.6905770274092362,-0.01178061651551765
2020-03-12,0.6511116423931852,-0.057148418568322645
2020-03-13,0.6935643561649355,0.0652003604415885
2020-03-16,0.6651606642108606,-0.040953217537206044
2020-03-17,0.6637041873907213,-0.0021896616840192396
2020-03-18,0.6122497005817408,-0.07752623501031097
2020-03-19,0.6160972370636407,0.006284260291583799
2020-03-20,0.6540400119396381,0.061585692311874496
2020-03-23,0.6646357815615449,0.016200491450796273
2020-03-24,0.6587048852297269,-0.008923528489368282
2020-03-25,0.667057280958819,0.012680026999009053
2020-03-26,0.6790996246499953,0.018052937933406232
2020-03-27,0.661069894384439,-0.02654946286393367
2020-03-30,0.652100202941605,-0.013568446421518221
2020-03-31,0.6397608327089802,-0.018922506352493373
2020-04-01,0.6106008582903283,-0.045579493035198815
2020-04-03,0.5975403360460503,-0.021389623134247193
2020-04-07,0.6243287247788741,0.04483109694331899
2020-04-08,0.6376547359352674,0.021344542750476814
2020-04-09,0.6305503891732235,-0.01114136908529939
2020-04-13,0.6192332126485299,-0.017948092204863486
2020-04-15,0.5973295396408124,-0.03537225161750146
2020-04-16,0.6045373515239543,0.012066725994291483
2020-04-17,0.5879650320887636,-0.027413226649129596
2020-04-20,0.559748399882038,-0.047990323687252645
2020-04-21,0.5438259854640711,-0.028445663125294063
2020-04-22,0.5519744599463636,0.014983606337492406
2020-04-23,0.5527087992529268,0.001330386385331117
2020-04-24,0.5591339754846693,0.011624885003508334
2020-04-27,0.5661480529976866,0.012544538197553301
2020-04-28,0.5572055101566489,-0.01579541392695427
2020-04-29,0.5633480701736993,0.011023868043450458
2020-04-30,0.5674093512485203,0.007209186096206688
2020-05-04,0.5526387919627184,-0.02603157535789813
2020-05-05,0.5394215089062068,-0.023916676224573163
2020-05-06,0.5419477073224165,0.004683162192275381
2020-05-07,0.5342288281989098,-0.014242848561244137
2020-05-08,0.523049368445057,-0.020926350589396403
2020-05-11,0.5157127600992173,-0.014026607789720313
2020-05-12,0.5158503913906984,0.00026687586992157897
2020-05-13,0.5073418243646319,-0.016494253310786466
2020-05-14,0.5209283599563516,0.02677984534142186
2020-05-15,0.5149205636437029,-0.011532864736241488
2020-05-18,0.48564597299422263,-0.05685263459343348
2020-05-19,0.4942746323641427,0.01776738581135673
2020-05-20,0.5008710750317571,0.013345703452477986
2020-05-21,0.4983883606358517,-0.004956793314023988
2020-05-22,0.49601019988099576,-0.004771702035380243
2020-05-26,0.49340941511073677,-0.0052434098550452335
2020-05-27,0.4963804297848223,0.006021398423089908
2020-05-28,0.5045520657706523,0.016462445929571246
2020-05-29,0.5192322517904054,0.029095482935602934
2020-06-01,0.5151995003024235,-0.0077667584670950696
2020-06-02,0.5190377404025516,0.0074500074201839794
2020-06-03,0.5143302021476729,-0.009069741732513847
2020-06-04,0.5011922916739402,-0.025543727393167126
2020-06-05,0.5167468067274732,0.03103502450443174
2020-06-08,0.5097594832383451,-0.013521754557862531
2020-06-09,0.49486249552295114,-0.029223561709451618
2020-06-10,0.48982863346319117,-0.010172244017886967
2020-06-11,0.48447590050172046,-0.010927766561186436
2020-06-12,0.513683480015621,0.06028696057668381
2020-06-15,0.5014531963373309,-0.023808987740696286
2020-06-16,0.49017163919357193,-0.02249772705839881
2020-06-17,0.4933357223902565,0.006455051544577595
2020-06-18,0.49890480002340803,0.011288616210820557
2020-06-19,0.5139528103617909,0.030162087712278574
