Date,equity
2019-08-13,1.0
2019-08-14,1.0
2019-08-16,1.0
2019-08-19,1.0
2019-08-20,1.0
2019-08-21,1.0
2019-08-22,1.0
2019-08-23,1.0
2019-08-26,1.0
2019-08-27,1.0
2019-08-28,1.0
2019-08-29,1.0
2019-08-30,1.0
2019-09-03,1.0
2019-09-04,1.0
2019-09-05,1.0
2019-09-06,1.0
2019-09-09,1.0
2019-09-11,1.0
2019-09-12,1.0112415562555295
2019-09-13,0.9876654203238014
2019-09-16,0.9784362196683668
2019-09-17,0.9848292552130753
2019-09-18,0.9815564419965228
2019-09-19,0.9793589652710283
2019-09-20,0.9665291625639796
2019-09-23,1.01767349425897
2019-09-24,1.052775784379297
2019-09-25,1.0389045275686215
2019-09-26,1.0223413374788342
2019-09-27,1.0316547680142252
2019-09-30,1.0097395873538082
2019-10-01,1.0221257233839975
2019-10-03,0.9871222745069073
2019-10-04,1.0079300611755693
2019-10-07,0.9807218665908733
2019-10-09,0.9657002838164529
2019-10-10,0.9708023646435893
2019-10-11,0.9665601593612763
2019-10-14,0.9745072049404786
2019-10-15,0.9762096650881128
2019-10-16,0.9814487081007928
2019-10-17,0.982937221079749
2019-10-18,0.9854652533507166
2019-10-22,0.9812168503468497
2019-10-23,0.9892464183555426
2019-10-24,0.9930863221576554
2019-10-25,0.9861375525980717
2019-10-27,0.9911998184780354
2019-10-29,0.9836098880926865
2019-10-30,1.0279171984078572
2019-10-31,1.0239986982456422
2019-11-01,1.043393170734517
2019-11-04,1.0393713206735242
2019-11-05,1.0495265516074475
2019-11-06,1.030438664468352
2019-11-07,1.0299918233523544
2019-11-08,1.0308889147358022
2019-11-11,1.008836434684698
2019-11-13,1.0109780729256552
2019-11-14,1.0005067640338048
2019-11-15,0.990565124589361
2019-11-18,0.9996133361128531
2019-11-19,1.0125990005942278
2019-11-20,1.0167010662052336
2019-11-21,1.0117755907954917
2019-11-22,0.9861615168311729
2019-11-25,0.9766129388807281
2019-11-26,0.9979153367129576
2019-11-27,0.9735743759847306
2019-11-28,0.9703686545122665
2019-11-29,0.9675985323011556
2019-12-02,0.9731569394968819
2019-12-03,0.9683828320775033
2019-12-04,0.9460026013558458
2019-12-05,0.953434919440768
2019-12-06,0.9417652642637273
2019-12-09,0.9406197601168544
2019-12-10,0.9389578898896959
2019-12-11,0.9381277244185168
2019-12-12,0.9467348642736029
2019-12-13,0.9516110344431962
2019-12-16,0.954006229833988
2019-12-17,0.945458441858483
2019-12-18,0.956157584270356
2019-12-19,0.9457352798671289
2019-12-20,0.9590945271759068
2019-12-23,0.9641757779848845
2019-12-24,0.958534217124052
2019-12-26,0.9584038513429997
2019-12-27,0.9591692095514898
2019-12-30,0.9602488592397626
2019-12-31,0.9594231808879955
2020-01-01,0.9589569385217563
2020-01-02,0.9597063385587453
2020-01-03,0.9652232830354882
2020-01-06,0.9553079831808605
2020-01-07,0.9437472744296289
2020-01-08,0.9315682885000165
2020-01-09,0.9389520073117246
2020-01-10,0.9351415089512245
2020-01-13,0.9377294664697837
2020-01-14,0.9528467323205927
2020-01-15,0.9675845177162054
2020-01-16,0.9549711440287895
2020-01-17,0.9394469323687596
2020-01-20,0.9359608089820419
2020-01-21,0.9342854098142894
2020-01-22,0.9346769288604672
2020-01-23,0.9143137016311095
2020-01-24,0.9130461866642278
2020-01-27,0.9118655442503298
2020-01-28,0.9131176388582668
2020-01-29,0.9070908508816924
2020-01-30,0.9050317034953262
2020-01-31,0.8960864728956098
2020-02-03,0.8718901706785152
2020-02-04,0.8891733380053667
2020-02-05,0.8834516328782225
2020-02-06,0.880602082920991
2020-02-07,0.881984461998964
2020-02-10,0.8809655864498019
2020-02-11,0.8824293252238876
2020-02-12,0.8843495943558278
2020-02-13,0.8809369985614245
2020-02-14,0.8849287127768544
2020-02-17,0.8795302561524359
2020-02-18,0.878174023359905
2020-02-19,0.8718168663342131
2020-02-20,0.8706991563243349
2020-02-24,0.8664547991691691
2020-02-25,0.8602390229768369
2020-02-26,0.8479118749553121
2020-02-27,0.8383563383112139
2020-02-28,0.8215808631724001
2020-03-02,0.8237615779368798
2020-03-03,0.8172193016597037
2020-03-04,0.8264060908780988
2020-03-05,0.8227410857901031
2020-03-06,0.7987328814590255
2020-03-09,0.8032571678841571
2020-03-11,0.778557201021081
2020-03-12,0.744373204228247
2020-03-13,0.6693246035408422
2020-03-16,0.6898610806858206
2020-03-17,0.6663185084960601
2020-03-18,0.6755077550373436
2020-03-19,0.6097822201728498
2020-03-20,0.6213602946265457
2020-03-23,0.6028577247734497
2020-03-24,0.6281136645399609
2020-03-25,0.6182656091277321
2020-03-26,0.636670022689069
2020-03-27,0.6656438214237851
2020-03-30,0.6346767415007459
2020-03-31,0.6433227737293425
2020-04-01,0.6379495050556029
2020-04-03,0.6171270023044089
2020-04-07,0.6388453785722911
2020-04-08,0.6660694280972932
2020-04-09,0.7050325516571053
2020-04-13,0.7094314536812862
2020-04-15,0.7092503829157861
2020-04-16,0.6844760652260977
2020-04-17,0.7205119140070327
2020-04-20,0.7044447300386882
2020-04-21,0.6464576867345848
2020-04-22,0.6267921553662668
2020-04-23,0.6365441344743996
2020-04-24,0.6299576962009175
2020-04-27,0.6422389094013405
2020-04-28,0.6556293674822289
2020-04-29,0.6497991783645012
2020-04-30,0.6705320125317802
2020-05-04,0.6411620147101191
2020-05-05,0.6410623435285213
2020-05-06,0.6351714827711208
2020-05-07,0.6373402325856714
2020-05-08,0.63716247972324
2020-05-11,0.6275465600691424
2020-05-12,0.6159829184119856
2020-05-13,0.643641923493548
2020-05-14,0.6186017904267183
2020-05-15,0.6332472646618483
2020-05-18,0.6237174980853839
2020-05-19,0.5994039393853904
2020-05-20,0.6156680971983309
2020-05-21,0.6247975698621222
2020-05-22,0.621183306349878
2020-05-26,0.6182812330942539
2020-05-27,0.6163058451324874
2020-05-28,0.6227533549098375
